Transaction_date,Transaction_ID,Gender,Age,Marital_status,State_names,Segment,Employees_status,Payment_method,Referal,Amount_spent
5/6/2019,151562,Male,50.0,Married,Georgia,Platinum,workers,PayPal,0.0,1935.65
5/7/2019,151563,Female,39.0,Single,Arkansas,Platinum,Employees,PayPal,0.0,1795.28
5/7/2019,151564,Male,52.0,Single,Nebraska,Gold,self-employed,PayPal,1.0,993.37
5/7/2019,151565,Female,53.0,Married,Alabama,Basic,Employees,Card,0.0,1317.05
5/8/2019,151566,Male,44.0,Single,Missouri,Gold,Employees,Other,1.0,1557.57
5/9/2019,151571,Female,64.0,Single,Illinois,Silver,Unemployment,Card,1.0,788.82
5/9/2019,151572,Male,47.0,Married,Hawaii,Missing,workers,PayPal,1.0,1239.29
5/9/2019,151573,Male,43.0,Single,Hawaii,Silver,Employees,Card,0.0,2450.0
5/10/2019,151574,Female,40.0,Married,Wyoming,Basic,Employees,Card,1.0,1787.8
5/10/2019,151575,Female,31.0,Single,Maryland,Silver,Employees,Other,1.0,2870.8
5/10/2019,151576,Female,51.0,Single,Oklahoma,Silver,self-employed,Card,1.0,979.14
5/10/2019,151577,Male,26.0,Single,Missouri,Silver,Employees,PayPal,1.0,1521.48
5/10/2019,151578,Male,28.0,Married,Colorado,Platinum,Employees,PayPal,1.0,2673.29
5/11/2019,151579,Male,67.0,Married,Ohio,Basic,workers,PayPal,1.0,198.04
5/11/2019,151580,Male,56.0,Married,Oregon,Gold,workers,PayPal,1.0,288.93
5/11/2019,151581,Female,65.0,Married,Maine,Basic,self-employed,PayPal,1.0,2564.8
5/12/2019,151582,Female,24.0,Married,New Jersey,Missing,workers,Card,1.0,147.79
5/12/2019,151584,Female,26.0,Married,Pennsylvania,Missing,Unemployment,Card,1.0,376.84
5/12/2019,151585,Male,68.0,Married,Louisiana,Silver,self-employed,Other,0.0,2437.16
5/12/2019,151586,Male,61.0,Single,Nebraska,Silver,Employees,PayPal,1.0,2966.93
5/12/2019,151589,Female,51.0,Single,Arkansas,Platinum,Employees,PayPal,0.0,1160.61
5/13/2019,151590,Male,32.0,Single,Maine,Basic,workers,PayPal,1.0,408.35
5/13/2019,151592,Male,60.0,Married,Michigan,Basic,workers,Other,0.0,1675.8
5/14/2019,151593,Male,42.0,Married,Utah,Basic,workers,Other,1.0,2618.52
5/14/2019,151594,Male,48.0,Married,New Hampshire,Gold,Unemployment,Other,1.0,2656.04
5/15/2019,151595,Female,27.0,Married,Utah,Basic,Employees,Card,1.0,861.86
5/15/2019,151596,Male,36.0,Married,South Carolina,Silver,Employees,PayPal,1.0,1447.65
5/15/2019,151597,Male,54.0,Single,North Carolina,Platinum,Employees,Card,1.0,2936.96
5/16/2019,151598,Female,61.0,Married,Rhode Island,Silver,Employees,Other,0.0,70.0
5/16/2019,151599,Female,28.0,Married,Nebraska,Platinum,Unemployment,Card,1.0,1575.98
5/16/2019,151600,Male,30.0,Married,West Virginia,Platinum,Employees,Card,0.0,2825.66
5/17/2019,151603,Male,70.0,Single,Iowa,Basic,self-employed,Card,0.0,672.2
5/18/2019,151604,Male,65.0,Married,Georgia,Platinum,Unemployment,Other,0.0,1556.9
5/19/2019,151605,Male,46.0,Single,Georgia,Basic,workers,Other,1.0,858.76
5/19/2019,151606,Female,46.0,Married,Minnesota,Gold,Employees,Card,1.0,2035.45
5/19/2019,151607,Female,24.0,Single,Georgia,Basic,Employees,Card,1.0,2899.42
5/20/2019,151609,Female,72.0,Single,Michigan,Basic,workers,Card,0.0,1680.73
5/20/2019,151610,Male,19.0,Single,New Jersey,Basic,self-employed,PayPal,1.0,1401.18
5/20/2019,151612,Female,30.0,Married,Connecticut,Platinum,Employees,PayPal,1.0,28.27
5/20/2019,151613,Female,20.0,Married,Wisconsin,Basic,self-employed,PayPal,0.0,1350.76
5/21/2019,151614,Male,64.0,Single,Illinois,Silver,Unemployment,PayPal,1.0,889.38
5/21/2019,151615,Female,71.0,Married,Arkansas,Basic,Employees,Card,1.0,2883.69
5/22/2019,151616,Male,50.0,Married,Mississippi,Silver,workers,PayPal,1.0,1623.72
5/23/2019,151617,Female,63.0,Single,North Dakota,Silver,workers,PayPal,1.0,2619.18
5/23/2019,151618,Female,32.0,Married,Maine,Basic,self-employed,Card,0.0,1233.36
5/24/2019,151620,Female,65.0,Married,California,Basic,Employees,PayPal,1.0,1134.46
5/24/2019,151621,Female,63.0,Single,Louisiana,Basic,Employees,Other,1.0,958.83
5/24/2019,151622,Male,38.0,Single,Alaska,Basic,Unemployment,PayPal,1.0,1526.24
5/24/2019,151623,Female,48.0,Married,Vermont,Platinum,Employees,Card,0.0,1310.51
5/24/2019,151624,Male,55.0,Married,New York,Basic,workers,PayPal,1.0,392.63
5/24/2019,151625,Female,44.0,Married,Vermont,Basic,Employees,Card,1.0,1217.31
5/25/2019,151627,Male,65.0,Single,Arizona,Basic,self-employed,Other,1.0,2469.58
5/26/2019,151628,Male,72.0,Married,Michigan,Basic,Employees,Card,0.0,602.97
5/26/2019,151629,Male,50.0,Married,New Jersey,Basic,Employees,Card,1.0,2083.16
5/27/2019,151630,Female,42.0,Single,Georgia,Platinum,workers,PayPal,0.0,1582.94
5/27/2019,151631,Male,44.0,Married,Minnesota,Platinum,workers,Card,0.0,575.17
5/27/2019,151632,Female,39.0,Married,Florida,Gold,workers,Card,1.0,1913.57
5/28/2019,151633,Female,42.0,Single,Arizona,Basic,Employees,Other,0.0,1519.64
5/28/2019,151634,Female,52.0,Single,Maryland,Basic,Employees,PayPal,1.0,809.64
5/28/2019,151636,Male,49.0,Married,Pennsylvania,Basic,Employees,PayPal,1.0,1154.13
5/28/2019,151637,Female,41.0,Single,Oregon,Basic,Employees,PayPal,1.0,218.64
5/29/2019,151640,Male,54.0,Married,Nebraska,Basic,Employees,Card,1.0,682.48
5/29/2019,151642,Female,65.0,Single,Alabama,Silver,workers,PayPal,0.0,2520.85
5/30/2019,151643,Male,44.0,Single,California,Basic,Employees,PayPal,1.0,977.74
5/31/2019,151645,Female,29.0,Married,Arkansas,Silver,self-employed,Card,1.0,2966.21
5/31/2019,151646,Male,68.0,Married,Connecticut,Missing,Employees,Other,0.0,141.03
6/1/2019,151647,Female,66.0,Married,Georgia,Platinum,Employees,Card,0.0,502.91
6/1/2019,151648,Male,31.0,Married,Alaska,Silver,workers,PayPal,1.0,1371.52
6/1/2019,151649,Male,77.0,Single,Minnesota,Missing,self-employed,PayPal,1.0,853.19
6/2/2019,151651,Male,20.0,Married,Florida,Basic,Employees,PayPal,1.0,2862.92
6/2/2019,151652,Female,36.0,Single,New Jersey,Gold,Employees,PayPal,1.0,2558.0
6/2/2019,151653,Female,18.0,Married,Arizona,Missing,workers,PayPal,0.0,1440.43
6/2/2019,151654,Female,53.0,Married,Missouri,Gold,Employees,Other,1.0,895.47
6/3/2019,151655,Male,17.0,Single,Oklahoma,Platinum,Unemployment,PayPal,0.0,2061.81
6/4/2019,151657,Female,32.0,Married,Maine,Basic,Employees,Card,1.0,333.86
6/4/2019,151659,Male,43.0,Married,North Carolina,Missing,self-employed,Card,0.0,1734.3
6/4/2019,151660,Female,60.0,Single,Wyoming,Silver,workers,PayPal,0.0,1870.31
6/5/2019,151661,Female,42.0,Single,Indiana,Platinum,self-employed,PayPal,1.0,2763.73
6/5/2019,151662,Male,24.0,Married,Alaska,Basic,Employees,PayPal,1.0,904.22
6/5/2019,151663,Female,71.0,Single,Georgia,Basic,Employees,Card,1.0,838.78
6/5/2019,151664,Female,22.0,Single,Vermont,Basic,workers,Other,1.0,2656.59
6/5/2019,151665,Male,42.0,Married,Minnesota,Silver,self-employed,Card,1.0,717.16
6/5/2019,151666,Male,71.0,Single,West Virginia,Gold,self-employed,Card,1.0,187.04
6/5/2019,151667,Male,38.0,Married,Virginia,Silver,Unemployment,PayPal,0.0,1124.36
6/7/2019,151668,Female,64.0,Single,South Dakota,Silver,workers,PayPal,1.0,35.65
6/7/2019,151669,Male,71.0,Married,Wisconsin,Silver,workers,PayPal,1.0,2526.89
6/7/2019,151670,Male,40.0,Single,Kentucky,Platinum,workers,PayPal,1.0,2544.75
6/7/2019,151671,Male,43.0,Single,Vermont,Basic,workers,PayPal,0.0,1430.28
6/7/2019,151672,Female,36.0,Married,Maryland,Silver,workers,Other,0.0,1648.55
6/7/2019,151673,Male,65.0,Married,Arizona,Gold,self-employed,PayPal,1.0,2998.62
6/8/2019,151674,Female,76.0,Married,Massachusetts,Gold,Employees,Other,0.0,1455.74
6/8/2019,151675,Female,15.0,Married,Pennsylvania,Basic,Employees,PayPal,0.0,1194.19
6/8/2019,151676,Female,37.0,Married,Virginia,Basic,workers,Other,1.0,2455.62
6/8/2019,151677,Male,52.0,Married,New Mexico,Basic,self-employed,Card,0.0,2559.47
6/9/2019,151678,Male,30.0,Single,New York,Basic,workers,Card,1.0,832.12
6/10/2019,151682,Male,37.0,Married,North Dakota,Platinum,self-employed,Card,1.0,1701.43
6/11/2019,151683,Female,70.0,Married,Delaware,Basic,workers,PayPal,1.0,2910.99
6/12/2019,151684,Male,26.0,Married,New York,Silver,workers,Other,0.0,2091.42
6/12/2019,151685,Male,16.0,Married,Virginia,Platinum,workers,PayPal,1.0,2879.28
6/14/2019,151688,Female,30.0,Married,Louisiana,Silver,Employees,PayPal,0.0,400.91
6/14/2019,151689,Male,38.0,Married,Montana,Basic,workers,PayPal,1.0,2978.21
6/15/2019,151690,Male,33.0,Married,Rhode Island,Platinum,self-employed,Other,1.0,1544.59
6/15/2019,151691,Female,26.0,Single,Idaho,Platinum,self-employed,Card,1.0,1134.36
6/15/2019,151692,Female,49.0,Single,Nebraska,Silver,Employees,PayPal,1.0,2946.34
6/15/2019,151693,Female,30.0,Married,California,Basic,Employees,Other,1.0,603.13
6/15/2019,151694,Female,76.0,Married,California,Silver,workers,Other,1.0,623.83
6/16/2019,151695,Female,26.0,Single,Kentucky,Missing,Unemployment,PayPal,0.0,880.27
6/17/2019,151698,Female,60.0,Single,North Dakota,Basic,workers,Card,1.0,374.63
6/17/2019,151700,Male,30.0,Married,Arizona,Basic,workers,PayPal,1.0,20.77
6/18/2019,151702,Female,72.0,Married,Maine,Basic,self-employed,PayPal,1.0,600.17
6/19/2019,151703,Female,41.0,Married,California,Silver,Employees,PayPal,1.0,867.63
6/19/2019,151704,Female,34.0,Married,Pennsylvania,Basic,Employees,PayPal,1.0,962.6
6/19/2019,151705,Male,26.0,Married,Pennsylvania,Missing,Employees,Card,1.0,1949.59
6/19/2019,151707,Female,69.0,Married,West Virginia,Gold,Employees,PayPal,1.0,1377.65
6/20/2019,151708,Female,45.0,Married,Minnesota,Basic,workers,PayPal,1.0,25.6
6/20/2019,151709,Female,76.0,Single,Kansas,Silver,Employees,PayPal,1.0,82.27
6/20/2019,151710,Male,50.0,Married,Mississippi,Basic,workers,PayPal,1.0,1586.92
6/21/2019,151711,Male,51.0,Single,Florida,Basic,workers,PayPal,0.0,2857.3
6/21/2019,151712,Female,49.0,Married,South Dakota,Basic,Employees,Card,0.0,1282.76
6/21/2019,151713,Male,55.0,Married,West Virginia,Basic,Employees,Other,1.0,2473.97
6/21/2019,151714,Female,65.0,Single,West Virginia,Basic,workers,Card,0.0,311.71
6/21/2019,151715,Female,62.0,Married,Illinois,Basic,Employees,PayPal,0.0,1109.49
6/22/2019,151718,Female,44.0,Single,Hawaii,Silver,Employees,PayPal,1.0,1719.4
6/22/2019,151719,Male,24.0,Single,California,Missing,self-employed,PayPal,0.0,2774.37
6/23/2019,151720,Male,43.0,Married,Massachusetts,Basic,Employees,Card,1.0,890.6
6/24/2019,151722,Male,46.0,Married,Wisconsin,Silver,workers,PayPal,0.0,1964.04
6/24/2019,151723,Female,29.0,Married,Nevada,Basic,workers,Card,1.0,2612.34
6/24/2019,151725,Female,72.0,Married,Colorado,Silver,Employees,PayPal,1.0,380.86
6/24/2019,151726,Female,24.0,Single,Minnesota,Basic,self-employed,Other,0.0,939.5
6/24/2019,151727,Male,72.0,Single,Nevada,Basic,self-employed,PayPal,1.0,545.2
6/25/2019,151729,Male,69.0,Single,Arizona,Basic,workers,Other,1.0,2030.73
6/26/2019,151731,Female,44.0,Single,Florida,Silver,Employees,Card,0.0,2485.69
6/26/2019,151732,Female,59.0,Single,Montana,Basic,Employees,PayPal,1.0,317.1
6/27/2019,151733,Female,66.0,Married,New Jersey,Platinum,workers,Card,0.0,429.48
6/27/2019,151734,Male,72.0,Single,Utah,Basic,workers,PayPal,1.0,2729.61
6/27/2019,151736,Male,47.0,Single,New York,Basic,Employees,PayPal,1.0,2060.59
6/28/2019,151737,Male,33.0,Married,Wyoming,Basic,workers,Other,1.0,675.92
6/28/2019,151738,Female,69.0,Single,Oregon,Gold,workers,Other,1.0,837.71
6/29/2019,151741,Female,17.0,Married,Maryland,Basic,Employees,Card,1.0,660.88
6/30/2019,151742,Female,39.0,Single,California,Silver,Employees,Card,0.0,328.67
6/30/2019,151743,Male,52.0,Married,Arkansas,Basic,workers,Card,1.0,692.8
6/30/2019,151744,Male,51.0,Married,Oklahoma,Basic,Unemployment,Other,0.0,430.27
6/30/2019,151746,Male,48.0,Married,Kansas,Basic,workers,Card,1.0,1062.23
7/1/2019,151747,Male,71.0,Married,North Carolina,Basic,Employees,Card,1.0,2886.21
7/1/2019,151748,Female,52.0,Married,Washington,Missing,workers,PayPal,1.0,1799.67
7/1/2019,151750,Female,17.0,Married,Vermont,Basic,workers,Card,1.0,246.28
7/2/2019,151751,Female,42.0,Single,Delaware,Basic,Unemployment,Card,0.0,977.8
7/3/2019,151752,Male,43.0,Single,Virginia,Basic,self-employed,PayPal,0.0,1070.56
7/3/2019,151753,Male,49.0,Married,Missouri,Missing,Unemployment,PayPal,1.0,1414.92
7/4/2019,151754,Male,50.0,Married,Louisiana,Basic,workers,PayPal,1.0,834.24
7/4/2019,151756,Male,46.0,Single,South Carolina,Gold,workers,PayPal,0.0,2.16
7/5/2019,151758,Female,41.0,Single,Texas,Basic,Employees,Card,1.0,1608.42
7/5/2019,151759,Male,36.0,Single,West Virginia,Silver,Employees,Card,0.0,1642.21
7/5/2019,151760,Female,61.0,Married,Kansas,Basic,self-employed,Other,1.0,1699.31
7/5/2019,151761,Male,47.0,Single,Vermont,Gold,self-employed,PayPal,0.0,2923.63
7/6/2019,151762,Female,37.0,Married,Maryland,Basic,workers,Card,0.0,614.83
7/6/2019,151763,Male,64.0,Married,Washington,Silver,Employees,Other,1.0,2757.65
7/6/2019,151764,Male,38.0,Married,Delaware,Basic,workers,Card,0.0,926.55
7/7/2019,151766,Female,20.0,Single,Oregon,Missing,Employees,PayPal,1.0,1535.36
7/8/2019,151768,Male,49.0,Single,Indiana,Silver,workers,PayPal,1.0,789.08
7/9/2019,151769,Female,47.0,Married,Alaska,Basic,workers,Card,1.0,1988.38
7/10/2019,151772,Male,50.0,Married,New Hampshire,Basic,Employees,PayPal,1.0,1775.72
7/11/2019,151773,Male,43.0,Single,Maryland,Platinum,self-employed,PayPal,1.0,1720.85
7/12/2019,151774,Male,66.0,Single,Montana,Basic,Employees,Card,1.0,2549.44
7/12/2019,151775,Male,19.0,Married,Wisconsin,Basic,workers,Other,0.0,2909.2
7/13/2019,151777,Male,51.0,Single,North Carolina,Missing,Employees,PayPal,1.0,2997.15
7/13/2019,151778,Male,24.0,Single,Washington,Platinum,workers,PayPal,0.0,2042.64
7/14/2019,151779,Male,32.0,Single,Massachusetts,Gold,workers,PayPal,1.0,2453.04
7/15/2019,151781,Male,46.0,Married,Nevada,Basic,self-employed,Other,1.0,681.71
7/16/2019,151782,Female,60.0,Married,Hawaii,Basic,Employees,Card,0.0,1601.24
7/16/2019,151783,Female,43.0,Single,Hawaii,Gold,self-employed,Card,0.0,1450.98
7/17/2019,151785,Female,62.0,Married,Wisconsin,Basic,Employees,Card,1.0,84.67
7/17/2019,151786,Male,39.0,Married,Colorado,Basic,Employees,PayPal,1.0,2917.66
7/17/2019,151787,Female,73.0,Single,Oregon,Basic,Employees,Card,0.0,2041.54
7/17/2019,151788,Male,38.0,Married,Arizona,Basic,workers,PayPal,1.0,1710.21
7/17/2019,151789,Male,71.0,Married,Louisiana,Silver,Employees,Card,1.0,2548.2
7/17/2019,151790,Male,54.0,Married,Nevada,Basic,self-employed,PayPal,0.0,1115.13
7/17/2019,151792,Female,42.0,Married,Michigan,Basic,Employees,Card,1.0,2775.69
7/18/2019,151794,Female,25.0,Single,Georgia,Basic,self-employed,Card,1.0,1381.78
7/18/2019,151796,Male,34.0,Single,Oregon,Basic,workers,Other,0.0,581.83
7/19/2019,151797,Male,71.0,Single,Kentucky,Basic,workers,PayPal,0.0,2037.59
7/19/2019,151798,Female,75.0,Single,Colorado,Basic,self-employed,Card,1.0,836.55
7/19/2019,151801,Female,56.0,Single,Nebraska,Silver,workers,PayPal,1.0,1234.26
7/20/2019,151802,Male,32.0,Single,Florida,Gold,Employees,PayPal,0.0,1504.25
7/20/2019,151803,Male,24.0,Married,New Hampshire,Platinum,workers,Card,0.0,897.1
7/21/2019,151804,Female,46.0,Married,Oregon,Platinum,Employees,Card,1.0,1746.47
7/21/2019,151805,Male,43.0,Married,Alabama,Silver,Employees,PayPal,1.0,87.88
7/21/2019,151806,Male,18.0,Single,Illinois,Platinum,Employees,Other,0.0,1650.69
7/21/2019,151807,Male,21.0,Married,Georgia,Basic,workers,PayPal,1.0,2611.18
7/21/2019,151808,Male,64.0,Married,Arkansas,Silver,workers,Card,1.0,1760.23
7/22/2019,151809,Male,54.0,Single,Arizona,Platinum,self-employed,Other,0.0,1860.03
7/22/2019,151810,Female,15.0,Single,Montana,Platinum,Unemployment,Card,0.0,2754.9
7/23/2019,151811,Female,24.0,Married,Alabama,Basic,workers,PayPal,0.0,270.93
7/23/2019,151813,Female,67.0,Single,Utah,Basic,self-employed,Card,0.0,1364.98
7/23/2019,151815,Female,68.0,Single,Michigan,Basic,workers,PayPal,1.0,104.54
7/23/2019,151816,Female,43.0,Married,South Dakota,Basic,self-employed,Other,1.0,2527.24
7/24/2019,151817,Male,64.0,Married,Idaho,Silver,workers,PayPal,1.0,1935.35
7/25/2019,151818,Female,46.0,Single,Missouri,Basic,Unemployment,Card,0.0,129.95
7/25/2019,151820,Female,41.0,Single,Hawaii,Basic,self-employed,PayPal,1.0,2623.07
7/25/2019,151821,Female,77.0,Single,Utah,Gold,workers,Other,1.0,1902.46
7/25/2019,151822,Female,38.0,Single,New Hampshire,Gold,self-employed,PayPal,1.0,1873.51
7/26/2019,151823,Female,50.0,Married,Vermont,Gold,workers,Other,1.0,1349.31
7/26/2019,151824,Female,46.0,Married,Ohio,Platinum,workers,Card,1.0,2081.86
7/27/2019,151825,Male,64.0,Married,Louisiana,Platinum,workers,Card,0.0,841.44
7/28/2019,151828,Male,69.0,Married,Oregon,Basic,Employees,Other,1.0,306.16
7/28/2019,151829,Male,59.0,Married,Maryland,Basic,self-employed,PayPal,0.0,533.64
7/29/2019,151831,Female,40.0,Married,Florida,Platinum,workers,PayPal,1.0,696.84
7/29/2019,151832,Female,75.0,Single,Michigan,Basic,workers,PayPal,0.0,169.82
7/29/2019,151835,Male,45.0,Married,Tennessee,Missing,Employees,PayPal,1.0,117.56
7/29/2019,151836,Male,36.0,Married,Washington,Silver,workers,Card,1.0,2055.39
7/30/2019,151837,Female,40.0,Single,Illinois,Basic,Unemployment,PayPal,1.0,1160.65
7/30/2019,151838,Female,68.0,Married,Arkansas,Silver,workers,PayPal,1.0,1044.78
7/30/2019,151839,Female,55.0,Single,Connecticut,Gold,workers,Other,1.0,2776.96
7/31/2019,151840,Male,32.0,Single,Arizona,Silver,Unemployment,PayPal,0.0,762.74
7/31/2019,151841,Female,72.0,Single,New Mexico,Basic,self-employed,PayPal,1.0,1717.11
8/1/2019,151842,Female,62.0,Single,Minnesota,Platinum,Unemployment,Other,1.0,1650.65
8/1/2019,151843,Female,55.0,Married,Pennsylvania,Basic,Unemployment,Other,1.0,2917.55
8/2/2019,151844,Female,18.0,Single,Michigan,Missing,self-employed,PayPal,0.0,1689.33
8/2/2019,151846,Female,53.0,Married,Oklahoma,Silver,Employees,PayPal,0.0,279.19
8/3/2019,151847,Male,61.0,Single,Hawaii,Basic,workers,Other,1.0,2863.09
8/5/2019,151849,Male,24.0,Married,Rhode Island,Basic,workers,Card,1.0,1157.79
8/5/2019,151851,Male,24.0,Married,North Dakota,Silver,Employees,PayPal,0.0,1802.33
8/5/2019,151852,Female,35.0,Married,Connecticut,Gold,Employees,PayPal,0.0,702.87
8/5/2019,151853,Female,65.0,Married,Arizona,Platinum,workers,PayPal,0.0,1534.1
8/5/2019,151854,Male,35.0,Single,Indiana,Missing,Unemployment,PayPal,1.0,1357.68
8/6/2019,151855,Female,22.0,Married,Michigan,Gold,Employees,PayPal,0.0,2960.52
8/6/2019,151856,Female,15.0,Married,Florida,Basic,Employees,Other,1.0,756.95
8/6/2019,151857,Female,65.0,Married,West Virginia,Basic,workers,PayPal,1.0,264.74
8/7/2019,151859,Female,63.0,Married,Massachusetts,Gold,self-employed,PayPal,1.0,2487.49
8/8/2019,151860,Male,47.0,Single,Arizona,Basic,Employees,Card,1.0,677.54
8/8/2019,151861,Female,38.0,Married,South Dakota,Platinum,Employees,PayPal,1.0,501.86
8/8/2019,151863,Male,16.0,Single,New York,Silver,Employees,PayPal,1.0,1297.29
8/8/2019,151864,Male,57.0,Single,Massachusetts,Basic,Employees,PayPal,0.0,697.55
8/8/2019,151865,Male,55.0,Married,New Mexico,Basic,workers,Other,1.0,1121.06
8/8/2019,151866,Female,55.0,Single,North Carolina,Missing,workers,Other,1.0,391.88
8/9/2019,151867,Female,28.0,Single,Utah,Platinum,Unemployment,PayPal,1.0,945.26
8/10/2019,151868,Female,37.0,Married,Montana,Basic,Employees,Other,1.0,397.91
8/10/2019,151869,Male,35.0,Married,Texas,Basic,Unemployment,Card,0.0,2917.04
8/10/2019,151871,Female,63.0,Married,South Dakota,Gold,workers,Other,1.0,675.06
8/11/2019,151872,Male,78.0,Married,New Mexico,Basic,Employees,Card,0.0,1020.2
8/12/2019,151873,Male,56.0,Single,Nebraska,Basic,self-employed,Other,1.0,158.6
8/12/2019,151874,Female,53.0,Married,Washington,Platinum,workers,PayPal,1.0,218.06
8/12/2019,151875,Female,34.0,Married,Wisconsin,Basic,workers,Card,0.0,2814.33
8/13/2019,151877,Female,30.0,Single,Alaska,Basic,Employees,Card,0.0,1875.29
8/14/2019,151878,Female,31.0,Single,Kansas,Platinum,self-employed,PayPal,0.0,875.04
8/14/2019,151879,Female,57.0,Married,West Virginia,Platinum,Employees,PayPal,0.0,148.88
8/14/2019,151882,Male,31.0,Single,Maine,Basic,self-employed,Other,0.0,216.26
8/14/2019,151883,Male,33.0,Single,Georgia,Platinum,Employees,PayPal,1.0,191.01
8/14/2019,151885,Female,50.0,Single,Wyoming,Gold,Employees,Card,1.0,159.32
8/15/2019,151886,Male,26.0,Single,Montana,Gold,workers,PayPal,0.0,1150.77
8/15/2019,151887,Male,31.0,Single,South Dakota,Platinum,workers,PayPal,1.0,1124.26
8/15/2019,151889,Male,67.0,Single,Mississippi,Basic,workers,Other,1.0,947.92
8/15/2019,151890,Male,34.0,Married,South Dakota,Missing,self-employed,Other,1.0,182.09
8/16/2019,151891,Female,56.0,Married,Idaho,Basic,Employees,Other,0.0,408.06
8/16/2019,151892,Female,34.0,Married,New Mexico,Platinum,self-employed,Card,1.0,1589.97
8/16/2019,151893,Female,48.0,Married,Missouri,Gold,workers,Card,1.0,2971.3
8/17/2019,151894,Male,40.0,Married,North Carolina,Silver,workers,Other,1.0,1651.4
8/17/2019,151896,Female,75.0,Married,Alaska,Gold,Employees,PayPal,0.0,2615.89
8/17/2019,151897,Female,57.0,Married,Oregon,Silver,Employees,Card,1.0,1872.97
8/18/2019,151899,Female,40.0,Married,Massachusetts,Gold,Unemployment,PayPal,1.0,2705.93
8/18/2019,151900,Male,43.0,Married,Texas,Silver,Unemployment,Card,1.0,604.11
8/19/2019,151901,Male,72.0,Single,New York,Silver,Unemployment,Card,0.0,1488.16
8/20/2019,151903,Male,35.0,Married,Rhode Island,Gold,Employees,Other,1.0,2032.63
8/20/2019,151904,Female,37.0,Married,Arkansas,Gold,Unemployment,PayPal,1.0,887.97
8/21/2019,151905,Female,19.0,Married,Oklahoma,Silver,Employees,PayPal,1.0,725.91
8/22/2019,151907,Male,43.0,Married,Virginia,Silver,self-employed,Card,1.0,42.98
8/23/2019,151908,Female,19.0,Married,Nevada,Gold,Employees,Other,1.0,1895.93
8/23/2019,151910,Female,31.0,Single,Illinois,Silver,workers,PayPal,1.0,1322.08
8/23/2019,151911,Female,40.0,Single,Washington,Silver,workers,PayPal,1.0,182.35
8/24/2019,151912,Female,37.0,Married,New Mexico,Basic,Unemployment,Other,1.0,287.77
8/24/2019,151913,Female,73.0,Married,Iowa,Basic,workers,PayPal,1.0,1106.89
8/24/2019,151914,Female,29.0,Married,Maine,Basic,self-employed,Card,0.0,1295.42
8/25/2019,151915,Male,42.0,Single,West Virginia,Gold,self-employed,Card,0.0,608.33
8/25/2019,151916,Female,53.0,Married,Oregon,Basic,workers,PayPal,1.0,639.25
8/25/2019,151917,Female,15.0,Single,New Jersey,Silver,self-employed,PayPal,1.0,1417.01
8/25/2019,151918,Female,58.0,Married,Maine,Basic,self-employed,Other,1.0,2536.59
8/25/2019,151919,Female,74.0,Married,Georgia,Basic,workers,PayPal,1.0,861.93
8/26/2019,151922,Female,45.0,Single,Ohio,Basic,Employees,Other,0.0,1954.97
8/27/2019,151924,Male,63.0,Married,Minnesota,Silver,Employees,Card,1.0,1142.52
8/27/2019,151925,Male,56.0,Single,Georgia,Basic,workers,PayPal,1.0,1567.64
8/28/2019,151926,Female,62.0,Married,Kentucky,Platinum,self-employed,PayPal,1.0,1326.95
8/28/2019,151928,Male,35.0,Married,Nevada,Gold,self-employed,PayPal,0.0,1935.0
8/29/2019,151929,Male,25.0,Married,Idaho,Silver,self-employed,Other,1.0,2568.34
8/30/2019,151930,Male,25.0,Single,Colorado,Platinum,workers,PayPal,1.0,1198.81
8/30/2019,151931,Male,44.0,Single,Illinois,Basic,Employees,Card,1.0,2996.82
8/30/2019,151932,Female,22.0,Married,California,Basic,workers,PayPal,1.0,1510.28
8/30/2019,151933,Male,49.0,Single,Connecticut,Silver,self-employed,PayPal,0.0,896.07
8/30/2019,151934,Male,54.0,Single,Minnesota,Basic,self-employed,PayPal,0.0,227.66
9/1/2019,151936,Male,54.0,Single,Kentucky,Basic,workers,PayPal,1.0,2654.79
9/1/2019,151937,Female,39.0,Single,New York,Missing,workers,PayPal,1.0,1426.26
9/1/2019,151939,Female,56.0,Single,New Hampshire,Basic,Employees,Card,1.0,1049.31
9/2/2019,151941,Male,63.0,Married,Louisiana,Basic,self-employed,PayPal,0.0,383.85
9/2/2019,151942,Female,72.0,Single,Arizona,Missing,workers,Card,1.0,540.38
9/3/2019,151944,Female,78.0,Married,New Hampshire,Basic,self-employed,PayPal,1.0,2966.31
9/4/2019,151946,Female,40.0,Married,Louisiana,Basic,workers,Other,1.0,326.44
9/5/2019,151948,Male,24.0,Married,Arizona,Platinum,workers,PayPal,1.0,1486.56
9/5/2019,151949,Male,78.0,Married,California,Basic,workers,PayPal,1.0,1106.53
9/6/2019,151950,Male,36.0,Married,West Virginia,Basic,Employees,PayPal,0.0,2540.97
9/6/2019,151951,Female,66.0,Married,South Carolina,Silver,Employees,Other,1.0,696.5
9/7/2019,151952,Male,59.0,Married,New Mexico,Basic,Employees,Other,1.0,1062.47
9/8/2019,151953,Female,44.0,Single,Wyoming,Basic,self-employed,PayPal,0.0,2960.98
9/8/2019,151954,Male,66.0,Single,Nebraska,Basic,workers,PayPal,1.0,81.37
